u,v,key,osmid,oneway,name,highway,reversed,length,geometry,lanes,junction,maxspeed,access,ref,bridge,width,tunnel
11068677536,11068677534,0,1192336001,False,,residential,True,126.01700000000001,"LINESTRING (72.8947886 19.0654334, 72.8958887 19.065405, 72.8959673 19.0654612)",,,,,,,,
11071146293,6431316960,0,1192644714,False,,residential,True,43.084,"LINESTRING (72.8914242 19.0657238, 72.8915969 19.0660752)",,,,,,,,
11072763921,7357642066,0,1189085818,False,,residential,False,56.172,"LINESTRING (72.8953145 19.0421687, 72.8953761 19.0426705)",,,,,,,,
11124607401,4357273822,0,437948375,False,,residential,True,65.82600000000001,"LINESTRING (72.8989091 19.0577131, 72.8988786 19.0577169, 72.8982877 19.0577871)",,,,,,,,
11133379607,12888382213,0,1392302007,False,,residential,True,12.942,"LINESTRING (72.8969742 19.0309197, 72.8968511 19.0309175)",,,,,,,,
11135766726,7362076308,0,1201025049,False,,residential,True,10.905,"LINESTRING (72.9033934 19.0456212, 72.9034072 19.0457184)",,,,,,,,
11136120782,1451898156,0,131956121,False,,residential,True,62.145,"LINESTRING (72.9146704 19.0793638, 72.914291 19.0789351)",,,,permissive,,,,
11136120782,9871528901,0,1201070328,False,,residential,True,85.65,"LINESTRING (72.9146704 19.0793638, 72.9152302 19.0789328, 72.9153023 19.0788773)",,,,permissive,,,,
11136160958,11054554796,0,1190573489,False,,residential,True,47.659,"LINESTRING (72.8971111 19.0760617, 72.8973524 19.0764246)",,,,,,,,
11143613408,8909137831,0,151522889,True,,trunk_link,False,166.557,"LINESTRING (72.8848869 19.0549907, 72.8858391 19.0557566, 72.8860948 19.0559603)",2,,,,,,,
11143613410,245665197,0,1124095107,True,Vasantarao Naik Marg,tertiary,False,8.916,"LINESTRING (72.883808 19.056373, 72.8837233 19.0563775)",,,,,,,,
11143613410,10279771650,0,1235473842,True,,tertiary,False,21.506999999999998,"LINESTRING (72.883808 19.056373, 72.8838429 19.0563148, 72.8839185 19.0562104)",,,,,,,,
11143613411,7383907163,0,1124095109,True,Vasantarao Naik Marg,tertiary,False,18.158,"LINESTRING (72.8837626 19.0564487, 72.8839 19.0565477)",,,,,,,,
11143613411,11143613410,0,1235473842,True,,tertiary,False,9.676,"LINESTRING (72.8837626 19.0564487, 72.883808 19.056373)",,,,,,,,
11143613412,7383907163,0,789757060,True,,tertiary,False,29.835,"LINESTRING (72.8836394 19.0566541, 72.8839 19.0565477)",,,,,,,,
11143613412,11143613411,0,1201941254,True,,tertiary,False,26.255,"LINESTRING (72.8836394 19.0566541, 72.8837626 19.0564487)",,,,,,,,
11143613413,1654348871,0,152629611,True,,tertiary,False,174.361,"LINESTRING (72.8835893 19.0566223, 72.8835621 19.0566745, 72.8829602 19.0580731)",,,,,,,,
11143613414,1654348871,0,1333439570,False,,residential,True,6.113,"LINESTRING (72.883016 19.0580886, 72.8829602 19.0580731)",,,,,,,,
11143613414,11143613412,0,1201941254,True,,tertiary,False,172.481,"LINESTRING (72.883016 19.0580886, 72.8830684 19.0579564, 72.8834368 19.0571046, 72.8836204 19.0566858, 72.8836394 19.0566541)",,,,,,,,
11143613415,7379608706,0,789245600,False,,residential,True,64.147,"LINESTRING (72.8840345 19.05605, 72.8844276 19.0564913)",,,,,,,,
11143613415,11143613408,0,1235473842,True,,tertiary,False,148.058,"LINESTRING (72.8840345 19.05605, 72.8840887 19.0559751, 72.8845864 19.0553334, 72.8848869 19.0549907)",,,,,,,,
11149490184,1654348885,0,1212668215,False,,tertiary,True,10.789,"LINESTRING (72.8824656 19.0593133, 72.882506 19.0592241)",,,,,,,,
11149490184,3530886045,0,215438743,False,,residential,False,84.165,"LINESTRING (72.8824656 19.0593133, 72.8824144 19.0593124, 72.8823632 19.059305, 72.8822977 19.0592744, 72.8817871 19.0589877, 72.8817953 19.0589596)",,,,,,,,
11149490184,3530882615,0,1212668215,False,,tertiary,False,10.179,"LINESTRING (72.8824656 19.0593133, 72.8824681 19.05936, 72.8824912 19.0593991)",,,,,,,,
11155527394,11039504911,0,1203429165,False,,residential,True,58.284,"LINESTRING (72.9099915 19.0637366, 72.9103569 19.0633423)",,,,,,,,
11155555011,4357289667,0,1162263403,False,,living_street,False,24.329,"LINESTRING (72.9062454 19.0636765, 72.9064719 19.0636313)",,,,,,,,
11155555011,3204161922,0,"[1162263403, 437950430]",False,,"['residential', 'living_street']",True,213.541,"LINESTRING (72.9062454 19.0636765, 72.9059829 19.0637289, 72.9059473 19.0636552, 72.9058903 19.0634209, 72.9058926 19.0631091, 72.9057257 19.0624762, 72.9055957 19.062244, 72.9055464 19.0621349)",,,,,,,,
11155555011,11155555013,0,1203429427,False,,residential,False,136.366,"LINESTRING (72.9062454 19.0636765, 72.90611 19.063229, 72.9069098 19.063142)",,,,,,,,
11155555013,11155555011,0,1203429427,False,,residential,True,136.366,"LINESTRING (72.9069098 19.063142, 72.90611 19.063229, 72.9062454 19.0636765)",,,,,,,,
11182441556,5217918622,0,"[931247568, 515160698]",False,Borbadevi Nagar street,residential,True,232.604,"LINESTRING (72.9107561 19.0437762, 72.9110109 19.0442777, 72.9107307 19.04475, 72.9104715 19.045059, 72.9104716 19.0451824, 72.9104742 19.0453193, 72.910485 19.0454689, 72.9105085 19.045657)",,,,,,,,
11189973294,6575917462,0,285611413,True,,tertiary,False,35.952,"LINESTRING (72.8854718 19.0710771, 72.8852374 19.0713126)",,,,,,,,
11189973294,5242502259,0,"[542236634, 1207696823, 1207696824, 1207696825, 1207696826]",False,,residential,True,368.188,"LINESTRING (72.8854718 19.0710771, 72.8854409 19.070987, 72.8854768 19.0709122, 72.8855539 19.0708731, 72.8856086 19.0708453, 72.8856622 19.0708182, 72.8859617 19.0710106, 72.8860424 19.0710751, 72.8860916 19.0711143, 72.8863531 19.071323, 72.8860805 19.0716076, 72.8858297 19.0733164)",,,,,,yes,,
11190020704,11052805071,0,1207701914,False,,residential,True,89.601,"LINESTRING (72.9057881 19.0550351, 72.9057559 19.0550353, 72.9057026 19.0550356, 72.9049356 19.0550315)",,,,,,,,
11190067192,9679154870,0,1207705498,False,,residential,True,115.23400000000001,"LINESTRING (72.9118274 19.0510742, 72.9113298 19.0511855, 72.910752 19.0512722)",,,,,,,,
11192770145,7361765511,0,215438660,False,,residential,True,121.92699999999999,"LINESTRING (72.9047769 19.0439779, 72.9047294 19.0441813, 72.9046653 19.0446607, 72.9046367 19.0450648)",,,,,,,,
11222162587,7370608177,0,788339784,False,,residential,False,57.274,"LINESTRING (72.9024557 19.0627855, 72.9022731 19.0623002)",,,,,,,,
11235241354,4357309652,0,1212677457,False,,residential,False,14.175,"LINESTRING (72.8885398 19.0614013, 72.888653 19.061332)",,,,,,,,
11242732405,11242732406,0,1213499170,False,,residential,False,38.915,"LINESTRING (72.8852569 19.0528859, 72.885627 19.0528959)",,,,,,,,
11242732405,2248802050,0,215438741,False,,residential,False,54.077999999999996,"LINESTRING (72.8852569 19.0528859, 72.8852983 19.0524612, 72.8853075 19.052402)",,,,,,,,
11242732405,6469549264,0,215438741,False,,residential,True,82.19,"LINESTRING (72.8852569 19.0528859, 72.8852377 19.0530832, 72.8851783 19.0536213)",,,,,,,,
11242732406,11242732405,0,1213499170,False,,residential,True,38.915,"LINESTRING (72.885627 19.0528959, 72.8852569 19.0528859)",,,,,,,,
11242782946,11242782947,0,1213499520,False,,residential,False,43.622,"LINESTRING (72.88635 19.0530125, 72.8859367 19.0529766)",,,,,,,,
11242782946,11242941159,0,1218753569,False,,residential,True,8.92,"LINESTRING (72.88635 19.0530125, 72.8863483 19.0530927)",,,,,,,,
11242782946,4357272774,0,"[1210741808, 1218753569]",False,,residential,False,16.493,"LINESTRING (72.88635 19.0530125, 72.8863518 19.0529277, 72.8863603 19.0528647)",,,,,,,,
11242782947,11242782946,0,1213499520,False,,residential,True,43.622,"LINESTRING (72.8859367 19.0529766, 72.88635 19.0530125)",,,,,,,,
11242789980,10207346707,0,1116007405,True,SG Barve Marg,secondary,False,61.957,"LINESTRING (72.8903248 19.0530037, 72.8907607 19.0526286)",,,,,,,,
11242789980,11242789981,0,1213502721,False,,residential,False,34.316,"LINESTRING (72.8903248 19.0530037, 72.8903873 19.0533066)",,,,,,,,
11242789981,11242789980,0,1213502721,False,,residential,True,34.316,"LINESTRING (72.8903873 19.0533066, 72.8903248 19.0530037)",,,,,,,,
11242800174,11242800177,0,1213501885,False,,residential,False,74.562,"LINESTRING (72.8830058 19.053509, 72.8829953 19.0533633, 72.8829848 19.0532414, 72.8830867 19.0528509)",,,,,,,,
11242800174,245664866,0,1235478372,True,Sion Panvel Highway,trunk,False,67.804,"LINESTRING (72.8830058 19.053509, 72.8829294 19.053491, 72.8823963 19.0533102)",4,,,,,,,
11242800177,11242800174,0,1213501885,False,,residential,True,74.562,"LINESTRING (72.8830867 19.0528509, 72.8829848 19.0532414, 72.8829953 19.0533633, 72.8830058 19.053509)",,,,,,,,
11242904336,11242926537,0,1213513071,False,,residential,False,27.277,"LINESTRING (72.8847242 19.05165, 72.8849836 19.0516425)",,,,,,,,
11242926537,4357272770,0,215438699,False,,residential,True,41.594,"LINESTRING (72.8849836 19.0516425, 72.8849761 19.0520165)",,,,,,,,
11242926537,11242904336,0,1213513071,False,,residential,True,27.277,"LINESTRING (72.8849836 19.0516425, 72.8847242 19.05165)",,,,,,,,
11242926537,11292989707,0,215438699,False,,residential,False,95.744,"LINESTRING (72.8849836 19.0516425, 72.8849895 19.0513511, 72.8850213 19.0507823)",,,,,,,,
11242941159,11242782946,0,1218753569,False,,residential,False,8.92,"LINESTRING (72.8863483 19.0530927, 72.88635 19.0530125)",,,,,,,,
11242941159,7357709459,0,787028688,False,,residential,True,68.433,"LINESTRING (72.8863483 19.0530927, 72.8863443 19.0532752, 72.8863443 19.0537081)",,,,,,,,
11242941159,11242941164,0,1213515894,False,,residential,False,72.313,"LINESTRING (72.8863483 19.0530927, 72.8866435 19.0531038, 72.8867398 19.0530908, 72.8867931 19.0530386, 72.886872 19.0529936, 72.8869984 19.0529946)",,,,,,,,
11242941164,11242941159,0,1213515894,False,,residential,True,72.313,"LINESTRING (72.8869984 19.0529946, 72.886872 19.0529936, 72.8867931 19.0530386, 72.8867398 19.0530908, 72.8866435 19.0531038, 72.8863483 19.0530927)",,,,,,,,
11242941359,1643351765,0,1213517452,False,,residential,True,61.114999999999995,"LINESTRING (72.8886294 19.0531488, 72.8884889 19.0532092, 72.8884313 19.053229, 72.8883854 19.0532328, 72.8880657 19.0532383)",,,,,,,,
11242971649,4357272779,0,215438523,False,,residential,True,36.218,"LINESTRING (72.8890936 19.0529488, 72.8890651 19.0532734)",,,,,,,,
11242971649,11242971650,0,1213519623,False,,living_street,False,47.568,"LINESTRING (72.8890936 19.0529488, 72.8886423 19.0529166)",,,,,,,,
11242971649,2248801986,0,215438523,False,,residential,False,92.34,"LINESTRING (72.8890936 19.0529488, 72.8891142 19.0527137, 72.8891401 19.0524183, 72.8891661 19.0521212)",,,,,,,,
11242971650,11242971649,0,1213519623,False,,living_street,True,47.568,"LINESTRING (72.8886423 19.0529166, 72.8890936 19.0529488)",,,,,,,,
11243128510,6573831692,0,49753180,True,Hemu Kalani Marg,secondary,False,100.926,"LINESTRING (72.8926981 19.0513916, 72.8918682 19.0518482)",,,,,,,,
11243128510,11243128511,0,1213541028,False,,residential,False,67.013,"LINESTRING (72.8926981 19.0513916, 72.8923275 19.0509012)",,,,,,,,
11243128511,11243128510,0,1213541028,False,,residential,True,67.013,"LINESTRING (72.8923275 19.0509012, 72.8926981 19.0513916)",,,,,,,,
11243128511,11243128518,0,1213541028,False,,residential,False,109.314,"LINESTRING (72.8923275 19.0509012, 72.892365 19.0508514, 72.8927974 19.0502517, 72.892832 19.0502175, 72.8928779 19.0501917, 72.8929293 19.0501887, 72.892981 19.050198)",,,,,,,,
11243128511,12311836735,0,1330631603,False,,living_street,True,125.453,"LINESTRING (72.8923275 19.0509012, 72.8920951 19.0511248, 72.8919246 19.051307, 72.8918348 19.0514357, 72.8916384 19.0518095)",,,,,,,,
11243128518,11243128511,0,1213541028,False,,residential,True,109.314,"LINESTRING (72.892981 19.050198, 72.8929293 19.0501887, 72.8928779 19.0501917, 72.892832 19.0502175, 72.8927974 19.0502517, 72.892365 19.0508514, 72.8923275 19.0509012)",,,,,,,,
11250407992,2248800999,0,"[1214258212, 1431095060]",False,,residential,"[False, True]",84.01,"LINESTRING (72.8922031 19.0452013, 72.8920376 19.0451893, 72.8914059 19.0451471)",,,,,,,,
11252156300,1665625334,0,153950408,True,,tertiary,False,88.155,"LINESTRING (72.9114853 19.0735059, 72.9108272 19.0730143)",,,,,,,,
11252156300,11252156304,0,1214451906,False,,residential,False,206.144,"LINESTRING (72.9114853 19.0735059, 72.9129314 19.0733168, 72.9129641 19.0732992, 72.9129688 19.0732727, 72.9128964 19.0728667)",,,,,,,,
11252156304,11252156300,0,1214451906,False,,residential,True,206.144,"LINESTRING (72.9128964 19.0728667, 72.9129688 19.0732727, 72.9129641 19.0732992, 72.9129314 19.0733168, 72.9114853 19.0735059)",,,,,,,,
11252250805,1903627628,0,179916492,False,,residential,True,64.236,"LINESTRING (72.91703 19.0502278, 72.9175434 19.0499144)",,,,,,,,
11274067553,4569925675,0,1216748918,False,D P Road,secondary,False,21.862,"LINESTRING (72.9098001 19.0470422, 72.9096005 19.0470975)",2,,,,,,,
11274067553,9679154877,0,1053233431,True,Waman Tukaram Patil Marg,secondary,False,81.43199999999999,"LINESTRING (72.9098001 19.0470422, 72.9096072 19.0464824, 72.9095462 19.0463509)",2,,,,,,,
11276652472,10938970235,0,1216999671,False,Govandi Police Station Lane,residential,True,59.553,"LINESTRING (72.9185174 19.0483248, 72.9179522 19.0483624)",,,,,,,,
11283268387,7371511087,0,1217744874,False,,residential,True,239.832,"LINESTRING (72.916372 19.0634735, 72.9163528 19.0634209, 72.916332 19.0634176, 72.916292 19.0634225, 72.9154611 19.0635688, 72.9154298 19.0635835, 72.9154019 19.0636131, 72.9153967 19.0636493, 72.9155996 19.0647681)",,,,,,,,
11292989707,2248801786,0,215438699,False,,residential,False,11.068,"LINESTRING (72.8850213 19.0507823, 72.8850269 19.0506829)",,,,,,,,
11292989707,11242926537,0,215438699,False,,residential,True,95.744,"LINESTRING (72.8850213 19.0507823, 72.8849895 19.0513511, 72.8849836 19.0516425)",,,,,,,,
11292989707,2248801851,0,437948360,False,,residential,False,76.685,"LINESTRING (72.8850213 19.0507823, 72.8855174 19.050802, 72.8855408 19.0508301, 72.885736 19.0508337)",,,,,,,,
11335192190,2246472537,0,215242024,False,,residential,True,96.712,"LINESTRING (72.9133581 19.0768789, 72.9124919 19.0771727)",,,,,,,,
11335211558,3105782008,0,"[305885770, 305885771, 1222164070]",False,,residential,False,66.172,"LINESTRING (72.910577 19.0678925, 72.9105479 19.067893, 72.9102023 19.0678961, 72.9099479 19.0678806)",,,,,,yes,,
11337271584,4357289660,0,1222411054,False,,living_street,False,42.864,"LINESTRING (72.904428 19.0644983, 72.9048264 19.0644158)",,,,,,,,
11375281418,4357289630,0,120517007,False,Prakash Thorat Marg,residential,False,38.802,"LINESTRING (72.9008814 19.0629502, 72.9012126 19.062796)",,,,,,,,
11375281418,4462480898,0,120517007,False,Prakash Thorat Marg,residential,True,68.391,"LINESTRING (72.9008814 19.0629502, 72.9002978 19.0632223)",,,,,,,,
11375281418,2246471865,0,215242040,False,Babu Kamble Marg,residential,True,113.953,"LINESTRING (72.9008814 19.0629502, 72.9010633 19.0633127, 72.9010735 19.063333, 72.901345 19.0638766)",,,,,,,,
11416892189,1351234030,0,1231059628,False,,residential,True,7.755,"LINESTRING (72.9127158 19.0606063, 72.9127058 19.0606754)",,,,,,,,
11416892189,11416892190,0,626348901,True,P.L. Lokhande Marg,secondary,False,12.011999999999999,"LINESTRING (72.9127158 19.0606063, 72.9126835 19.0606036, 72.912602 19.0605963)",,,,,,,,
11416892190,5913226251,0,626348901,True,P.L. Lokhande Marg,secondary,False,71.209,"LINESTRING (72.912602 19.0605963, 72.9119275 19.0605357)",,,,,,,,
11416892190,5913464735,0,1231059624,False,,residential,True,7.546,"LINESTRING (72.912602 19.0605963, 72.9125957 19.0606639)",,,,,,,,
11603190365,10207331619,0,"[1115999789, 1367652853, 1115999790]",True,Ramdev Pir Road,tertiary,False,298.153,"LINESTRING (72.8874989 19.0751458, 72.8868433 19.0746635, 72.8866752 19.0745399, 72.8865836 19.0744651, 72.8857806 19.0738096, 72.8856958 19.0737395, 72.8853167 19.0734335)",,,,,,yes,,
11603190365,1392485609,0,"[1247508856, 1367652858, 1367652859]",False,,tertiary,True,14.431999999999999,"LINESTRING (72.8874989 19.0751458, 72.8874955 19.0751495, 72.8874686 19.0751789, 72.8874091 19.075244)",,,,,,yes,,
11827339618,11827339619,0,222977531,False,RCF Marg,residential,True,13.196,"LINESTRING (72.8948519 19.0392104, 72.8947298 19.0391828)",,,,,,,,
11827339618,278919343,0,1268427407,True,,secondary,False,13.949,"LINESTRING (72.8948519 19.0392104, 72.8948845 19.0390888)",,,,,,,,
11827339618,4362754076,0,222977531,False,RCF Marg,residential,False,266.074,"LINESTRING (72.8948519 19.0392104, 72.895692 19.0394774, 72.8957611 19.0395012, 72.8959592 19.0395693, 72.896105 19.0396194, 72.8967376 19.0397593, 72.8972775 19.0398844)",,,,,,,,
11827339619,11827339618,0,222977531,False,RCF Marg,residential,False,13.196,"LINESTRING (72.8947298 19.0391828, 72.8948519 19.0392104)",,,,,,,,
11827339619,2248800213,0,1268427404,True,Ramakrishna Chemburkar Marg (Ghatkopar Mahul Road),secondary,False,77.114,"LINESTRING (72.8947298 19.0391828, 72.8946114 19.0396511, 72.8945028 19.0398366)",,,,,,,,
11912106268,12157136282,0,1283895306,False,,residential,False,56.41,"LINESTRING (72.902377 19.0511304, 72.9020946 19.0512364, 72.9018808 19.0513236)",,,,,,,,
11929993564,1683617366,0,802341490,True,Service Road,tertiary,False,109.833,"LINESTRING (72.9018729 19.0674929, 72.9027291 19.0680593)",,,,,,,,
11929993564,11929993565,0,1286180604,False,,trunk_link,False,21.172,"LINESTRING (72.9018729 19.0674929, 72.9019918 19.0673392)",,,,,,,,
11929993565,1232644762,0,151522884,True,,trunk_link,False,26.715,"LINESTRING (72.9019918 19.0673392, 72.9022101 19.0674623)",2,,,,,,,
11929993565,11929993564,0,1286180604,False,,trunk_link,True,21.172,"LINESTRING (72.9019918 19.0673392, 72.9018729 19.0674929)",,,,,,,,
11975764274,6926087426,0,235856027,False,,unclassified,False,1119.79,"LINESTRING (72.8961325 19.0777893, 72.8959259 19.0773989, 72.8957731 19.0769731, 72.8954083 19.0756144, 72.8953627 19.075513, 72.8935978 19.0741162, 72.8935874 19.0739552, 72.8919846 19.0727337, 72.8916264 19.072433, 72.8906481 19.0716126, 72.889944 19.0711624, 72.8895997 19.0709579, 72.8891709 19.0706435)",,,,,,,,
12068018711,12068018712,0,1303073151,False,,living_street,False,46.431,"LINESTRING (72.8802068 19.0767717, 72.8806485 19.0767819)",,,,,,,,
12068018711,2246472523,0,275786437,False,Mathuradas Vasanji Road (Andheri Kurla Road),tertiary,False,38.623999999999995,"LINESTRING (72.8802068 19.0767717, 72.8802187 19.0768216, 72.8802391 19.076953, 72.8802391 19.0771164)",,,,,,,,
12068018711,245668052,0,275786437,False,Mathuradas Vasanji Road (Andheri Kurla Road),tertiary,True,91.729,"LINESTRING (72.8802068 19.0767717, 72.8801553 19.0765557, 72.8801212 19.0764125, 72.8800151 19.0759669)",,,,,,,,
12068018712,12068018711,0,1303073151,False,,living_street,True,46.431,"LINESTRING (72.8806485 19.0767819, 72.8802068 19.0767717)",,,,,,,,
12071272954,9874154277,0,1076809431,False,,residential,False,20.563,"LINESTRING (72.9000466 19.0327055, 72.9000434 19.0325206)",,,,,,,,
12071272954,9874154277,1,"[1303437283, 1076809431]",False,,residential,"[False, True]",220.614,"LINESTRING (72.9000466 19.0327055, 72.8995872 19.0327197, 72.899571 19.0320205, 72.8998216 19.032007, 72.8999328 19.0320687, 72.8999587 19.0322725, 72.8999777 19.0323115, 72.9000167 19.0323251, 72.9000352 19.0323408, 72.9000434 19.0325206)",,,,,,,,
12071272954,9874154272,0,1076809431,False,,residential,True,66.937,"LINESTRING (72.9000466 19.0327055, 72.9000569 19.0333074)",,,,,,,,
12088834960,3215559553,0,1305235979,False,,tertiary,True,6.894,"LINESTRING (72.9188197 19.063481, 72.9188789 19.0634543)",,,,,,,,
12088834960,12088834965,0,1305235980,True,,tertiary,False,79.245,"LINESTRING (72.9188197 19.063481, 72.9189385 19.0636995, 72.9191647 19.0641147)",,,,,,,,
12088834962,3981413816,0,1235505943,True,,trunk_link,False,7.262,"LINESTRING (72.9181441 19.0621355, 72.9182078 19.0621102)",3,,,,,,,
12088834962,12088834960,0,1305235980,True,,tertiary,False,165.612,"LINESTRING (72.9181441 19.0621355, 72.9185436 19.0629443, 72.9188197 19.063481)",,,,,,,,
12088834965,5912283058,0,1217760222,False,Mohmmad Road,residential,False,6.21,"LINESTRING (72.9191647 19.0641147, 72.9192178 19.0640902)",,,,,,,,
12088834965,12088834966,0,1305235980,True,,tertiary,False,141.652,"LINESTRING (72.9191647 19.0641147, 72.9194982 19.0647269, 72.9197626 19.0652562)",,,,,,,,
12088834966,1366956200,0,1217760228,False,,residential,True,6.21,"LINESTRING (72.9197626 19.0652562, 72.9198157 19.0652317)",,,,,,,,
12088834966,12088863672,0,1305235980,True,,tertiary,False,42.032,"LINESTRING (72.9197626 19.0652562, 72.9199378 19.065596)",,,,,,,,
12088863672,5913278402,0,122291606,False,,residential,False,6.504,"LINESTRING (72.9199378 19.065596, 72.9199936 19.0655707)",,,,,,,,
12088863672,1366956224,0,122291606,False,,residential,True,52.863,"LINESTRING (72.9199378 19.065596, 72.9194895 19.0658116)",,,,,,,,
12120570026,10923636678,0,1175553590,False,,residential,True,181.936,"LINESTRING (72.8820424 19.0794869, 72.8803115 19.0794521)",,,,,,,,
12157136280,12157136282,0,1283895306,False,,residential,True,13.524,"LINESTRING (72.9018418 19.0512077, 72.9018808 19.0513236)",,,,,,,,
12157136281,12157136282,0,1313419829,False,,residential,False,31.42,"LINESTRING (72.9019951 19.0515847, 72.9018808 19.0513236)",,,,,,,,
12157136281,245664662,0,1235505935,True,Sion Panvel Highway,trunk,False,163.77800000000002,"LINESTRING (72.9019951 19.0515847, 72.90195 19.0516002, 72.9005347 19.0520984)",4,,,,,,,
12157136282,12157136280,0,1283895306,False,,residential,False,13.524,"LINESTRING (72.9018808 19.0513236, 72.9018418 19.0512077)",,,,,,,,
12157136282,12157136281,0,1313419829,False,,residential,True,31.42,"LINESTRING (72.9018808 19.0513236, 72.9019951 19.0515847)",,,,,,,,
12157136282,11912106268,0,1283895306,False,,residential,True,56.41,"LINESTRING (72.9018808 19.0513236, 72.9020946 19.0512364, 72.902377 19.0511304)",,,,,,,,
12295858287,12295858288,0,1328994358,False,,secondary_link,False,13.533,"LINESTRING (72.8932703 19.0468319, 72.8933988 19.0468243)",,,,,,,,
12295858287,12382320291,0,1235796607,True,Ramakrishna Chemburkar Marg (Ghatkopar Mahul Road),secondary,False,95.115,"LINESTRING (72.8932703 19.0468319, 72.8932703 19.0468517, 72.8932809 19.0469965, 72.8933311 19.0476853)",,,,,,,,
12295858288,12295858287,0,1328994358,False,,secondary_link,True,13.533,"LINESTRING (72.8933988 19.0468243, 72.8932703 19.0468319)",,,,,,,,
12295858288,10244260003,0,1235796616,True,,secondary,False,66.54,"LINESTRING (72.8933988 19.0468243, 72.8933859 19.0466742, 72.8934006 19.0462266)",,,,,,,,
12311206312,632312691,0,1268427404,True,Ramakrishna Chemburkar Marg (Ghatkopar Mahul Road),secondary,False,11.466,"LINESTRING (72.8934906 19.0419849, 72.8934702 19.0420862)",,,,,,,,
12311206312,12311206317,0,1330562913,False,,residential,False,114.40599999999999,"LINESTRING (72.8934906 19.0419849, 72.8932253 19.0419327, 72.8930759 19.0418746, 72.8930074 19.0418039, 72.8929877 19.0417548, 72.8931068 19.0412968)",,,,,,,,
12311206317,12311206312,0,1330562913,False,,residential,True,114.406,"LINESTRING (72.8931068 19.0412968, 72.8929877 19.0417548, 72.8930074 19.0418039, 72.8930759 19.0418746, 72.8932253 19.0419327, 72.8934906 19.0419849)",,,,,,,,
12311836735,2248801960,0,215438665,False,,residential,False,16.579,"LINESTRING (72.8916384 19.0518095, 72.8917598 19.0519047)",,,,,,,,
12311836735,2248801914,0,215438665,False,,residential,True,79.53,"LINESTRING (72.8916384 19.0518095, 72.891186 19.0514549, 72.891083 19.0513283)",,,,,,,,
12311836735,11243128511,0,1330631603,False,,living_street,False,125.453,"LINESTRING (72.8916384 19.0518095, 72.8918348 19.0514357, 72.8919246 19.051307, 72.8920951 19.0511248, 72.8923275 19.0509012)",,,,,,,,
12320207931,7361765515,0,618803569,False,N B Patil Marg,residential,False,11.809,"LINESTRING (72.9054596 19.0513416, 72.9054694 19.0514474)",,,,,,,,
12320207931,12320207936,0,1331558350,False,,residential,False,5.629,"LINESTRING (72.9054596 19.0513416, 72.9055124 19.0513331)",,,,,,,,
12320207931,12378615927,0,618803569,False,N B Patil Marg,residential,True,46.458,"LINESTRING (72.9054596 19.0513416, 72.9054439 19.0511727, 72.9054321 19.0510461, 72.9054209 19.0509254)",,,,,,,,
12320207936,12320207931,0,1331558350,False,,residential,True,5.629,"LINESTRING (72.9055124 19.0513331, 72.9054596 19.0513416)",,,,,,,,
12330335877,2248799803,0,1332798686,False,,residential,True,90.261,"LINESTRING (72.9011707 19.0327723, 72.9012174 19.0321484, 72.9012041 19.0320049, 72.9011626 19.0319893)",,,,,,,,
12330461932,1367093147,0,427199210,False,,residential,False,101.803,"LINESTRING (72.883542 19.0633132, 72.8829626 19.0640469)",,,,,,,,
12330461932,2246471776,0,215242133,False,,residential,False,26.378999999999998,"LINESTRING (72.883542 19.0633132, 72.8834846 19.0632933, 72.8833074 19.0632289)",,,,,,,,
12330461932,2246471836,0,215242133,False,,residential,True,76.018,"LINESTRING (72.883542 19.0633132, 72.8838102 19.0634246, 72.884206 19.0635843)",,,,,,,,
12334312402,1451880130,0,1333184122,False,,residential,False,8.193,"LINESTRING (72.9104731 19.0793892, 72.9104948 19.0793826, 72.9105473 19.0793666)",,,,,,,,
12353418397,12353418398,0,1335312682,False,,residential,True,7.101,"LINESTRING (72.8958957 19.0721559, 72.8959507 19.0721188)",,,,,,,,
12353418397,1643031072,0,107213247,False,Somaiya College Road,tertiary,False,170.95,"LINESTRING (72.8958957 19.0721559, 72.8958537 19.0720918, 72.8949799 19.0708854)",,,,,,,,
12353418397,12353524312,0,107213247,False,Somaiya College Road,tertiary,True,80.64,"LINESTRING (72.8958957 19.0721559, 72.8961015 19.072434, 72.8963321 19.0727524)",,,,,,,,
12353418398,12353418397,0,1335312682,False,,residential,False,7.101,"LINESTRING (72.8959507 19.0721188, 72.8958957 19.0721559)",,,,,,,,
12353472090,4445143775,0,1335309076,False,Sainath Mandir Road,residential,True,128.591,"LINESTRING (72.8961834 19.0692125, 72.8962967 19.0689331, 72.8963943 19.0686627, 72.8965428 19.0684137, 72.8967369 19.0681947)",,,,,,,,
12353472090,12353523819,0,1335309078,True,,residential,False,4.588,"LINESTRING (72.8961834 19.0692125, 72.8961582 19.0692095, 72.8961402 19.0692124)",,,,,,,,
12353523816,4445050837,0,1335309077,False,,residential,False,21.446,"LINESTRING (72.895959 19.0691058, 72.896079 19.0692618)",,,,,,,,
12353523816,1232644635,0,"[1335309077, 107213255]",False,Road 13,residential,True,202.367,"LINESTRING (72.895959 19.0691058, 72.8958958 19.0690235, 72.8952552 19.0683166, 72.8947132 19.0677185)",,,,,,,,
